-209.81,60.73
-178.99,32.35
-159.3,-5.19
-127.87,-29.14
-77.51,-40.28
-1.07,-37.84
104.68,-10.68
213.93,32.65
287.63,54.02
318.45,31.59
333.56,-9.16
343.32,-39.37
330.35,-70.34
301.51,-112
299.22,-128.63
340.88,-89.72
391.39,-24.26
417.63,23.04
416.72,47.61
387.12,58.14
323.64,50.35
247.8,33.26
187.23,28.23
130.31,27.31
46.39,6.26
-60.88,-27.92
-162.96,-53.41
-249.48,-75.99
-322.88,-100.86
-366.67,-97.2
-360.41,-40.59
-318.76,36.62
-285.95,81.94
-286.1,87.89
-300.45,85.91
-298.46,95.06
-279.85,105.44
-266.27,101.01
-262.45,81.02
-247.65,60.12
-212.1,45.47
-172.12,28.69
-136.41,8.54
-88.65,0.15
-18.46,5.95
52.49,0.76
95.67,-33.26
107.57,-84.08
108.49,-132.75
122.68,-169.83
161.29,-182.95
217.44,-161.9
276.49,-121
330.96,-85.3
373.84,-63.48
389.56,-53.41
374.45,-55.08
353.85,-56.76
346.98,-39.67
331.42,-16.17
277.86,-16.17
205.69,-33.87
159.61,-28.53
142.21,8.39
112,40.13
47,46.23
-23.04,49.74
-64.7,71.11
-89.11,97.05
-128.94,106.66
-189.82,96.74
-248.57,75.23
-286.71,54.32
-302.89,48.52
-302.12,61.65
-290.53,79.04
-275.42,86.67
-261.69,83.92
-242.61,77.67
-207.98,71.72
-156.1,70.34
-95.06,76.45
-38.15,80.72
-3.51,59.05
1.53,-1.98
4.73,-74.31
46.54,-106.35
121,-90.33
175.63,-81.79
182.65,-125.27
172.27,-191.04
182.19,-219.42
211.94,-205.99
239.56,-191.19
252.23,-195.16
245.82,-206.45
222.02,-217.9
198.06,-224.15
193.94,-205.69
202.33,-158.39
194.4,-112.3
160.83,-90.48
120.85,-78.43
86.67,-57.37
46.69,-31.59
-3.97,-5.19
-45.78,31.59
-65,76.6
-80.87,107.73
-117.65,116.27
-167.85,116.73
-205.84,118.71
-226.29,117.03
-242,112.61
-252.23,118.26
-245.51,137.18
-225.83,152.28
-207.98,150.91
-187.07,142.21
-143.13,141.3
-74.62,150.6
-4.73,160.37
40.74,152.89
49.9,110.32
37.84,37.84
45.93,-25.18
98.57,-44.25
166.93,-35.1
203.7,-46.39
201.11,-98.88
182.95,-168.76
170.75,-218.05
181.27,-225.83
227.51,-195.16
291.75,-147.86
333.1,-110.78
334.32,-97.66
315.09,-102.08
291.75,-105.9
262.6,-96.28
228.73,-71.87
195.31,-43.79
152.89,-29.14
90.64,-34.33
21.67,-38.15
-30.67,-14.65
-60.42,34.79
-74.16,88.2
-78.58,134.89
-88.81,171.97
-119.63,189.21
-157.78,186.31
-173.19,186.46
-161.9,207.52
-143.89,240.02
-130.31,265.2
-124.66,267.79
-139.77,235.75
-174.56,173.95
-199.43,108.8
-195.62,60.12
-173.49,27.16
-138.4,10.38
-81.48,14.8
-11.44,21.51
47.61,1.37
87.28,-41.2
115.36,-78.43
138.4,-101.93
167.08,-119.48
215.3,-122.38
276.34,-100.71
325.01,-73.39
352.33,-63.48
369.72,-64.39
371.7,-68.21
329.74,-100.25
246.12,-167.85
173.8,-215
150.45,-190.58
145.26,-131.23
104.98,-112.76
27.62,-143.59
-43.64,-166.47
-80.11,-139.01
-93.54,-74.16
-111.08,-13.28
-142.82,18.01
-184.94,26.09
-237.27,26.55
-302.43,16.33
-360.87,-3.66
-373.08,0.61
-326.69,56.61
-261.69,133.82
-231.48,170.75
-252.08,145.57
-296.63,88.04
-325.16,36.01
-311.89,7.17
-260.31,1.68
-195.77,6.71
-139.47,8.39
-93.08,0.15
-46.84,-16.94
11.14,-36.47
85.6,-43.79
161.44,-34.64
213.62,-31.59
235.44,-60.27
243.23,-108.8
251.77,-141.14
261.08,-148.16
264.43,-157.62
258.64,-182.34
252.53,-196.84
259.25,-178.68
275.88,-142.21
287.63,-104.83
292.97,-55.69
303.8,15.26
317.69,88.65
310.21,132.75
265.96,141.45
200.04,140.69
136.41,154.57
83.16,178.99
40.44,199.89
13.89,224.46
2.9,265.81
-6.87,310.06
-21.67,334.32
-24.11,351.26
6.41,396.12
62.87,469.51
108.8,523.83
112.61,520.63
82.7,475.16
58.44,429.84
62.1,395.81
70.5,344.09
49.59,253.45
-0.15,140.23
-58.75,25.94
-118.41,-95.52
-165.1,-219.88
-164.18,-300.14
-109.1,-309.3
-47.45,-296.94
-17.09,-319.37
4.27,-354.16
44.56,-352.78
82.24,-332.64
87.13,-342.1
67.9,-377.04
50.35,-395.97
44.56,-387.12
53.56,-361.94
78.28,-318.6
101.93,-257.11
98.27,-202.48
65.31,-174.87
27.62,-158.39
6.1,-123.14
-2.14,-62.26
-20.9,0.76
-70.8,33.26
-139.47,29.14
-189.21,26.09
-202.03,59.81
-198.21,114.29
-197.6,152.74
-194.4,173.34
-183.41,196.08
-179.9,214.84
-197.45,204.62
-228.58,163.88
-254.82,116.58
-259.25,82.4
-230.26,68.66
-176.09,69.43
-126.34,64.7
-102.39,36.62
-95.21,-11.6
-82.24,-63.48
-47.76,-104.83
11.29,-122.38
81.94,-113.98
146.03,-99.79
198.82,-99.49
245.21,-106.81
278.32,-109.25
287.48,-115.66
285.64,-131.99
300.14,-134.89
334.63,-104.83
368.5,-59.05
390.32,-21.21
408.48,17.4
427.86,76.75
441.44,149.84
435.03,206.3
391.39,219.88
303.5,188.45
189.21,137.18
78.74,101.01
-7.32,93.08
-60.73,104.83
-92.32,122.68
-138.55,125.89
-231.48,84.23
-354,-3.05
-449.22,-84.08
-481.57,-105.29
-465.09,-72.02
-433.81,-32.2
-407.87,-14.34
-381.93,-5.8
-329.13,21.36
-229.8,77.21
-102.54,142.52
7.63,186
75.68,194.09
115.2,176.85
152.59,150.6
200.81,123.44
253.45,99.64
296.33,80.41
321.81,57.22
326.84,11.29
298.77,-69.12
233,-170.59
164.95,-255.28
139.47,-294.34
148.62,-301.21
138.09,-316.93
84.84,-360.57
22.58,-407.1
-13.43,-418.55
-19.07,-378.88
-4.12,-302.12
16.94,-219.73
22.74,-159.45
3.66,-122.68
-28.38,-90.03
-66.53,-52.49
-116.12,-23.19
-168.3,-9.31
-203.25,5.8
-226.29,30.36
-263.21,43.33
-314.64,29.14
-350.65,9
-355.68,12.51
-341.8,39.52
-318.3,70.95
-284.73,97.5
-247.04,116.12
-216.37,118.87
-193.33,98.42
-173.03,60.42
