114.44,-28.53
172.27,-21.36
215.61,-19.68
228.88,-35.25
222.93,-67.44
213.93,-103.3
204.32,-129.24
191.19,-144.5
172.58,-158.39
144.96,-175.17
113.53,-182.34
104.06,-155.33
139.31,-82.86
189.97,2.59
188.6,39.06
114.29,13.89
19.99,-16.94
-53.86,-21.36
-134.43,-41.66
-243.99,-103.15
-333.1,-144.5
-348.05,-110.47
-312.19,-39.22
-281.83,9.77
-271.45,39.37
-268.4,70.19
-269.32,92.01
-268.55,102.23
-252.69,122.99
-228.88,146.03
-221.71,133.51
-237.88,79.8
-262.45,17.55
-280,-30.82
-274.2,-56.92
-224.61,-51.12
-136.26,-19.23
-51.73,4.43
-6.1,-1.53
13.89,-22.74
37.99,-41.66
72.02,-55.24
111.69,-54.17
155.03,-37.38
185.09,-35.4
184.94,-67.9
172.27,-100.56
177.15,-99.03
193.94,-82.55
194.09,-82.55
169.83,-91.55
138.4,-86.98
115.51,-66.68
101.47,-42.57
82.7,-27.77
44.86,-28.38
-6.87,-31.89
-42.42,-11.14
-40.74,43.49
-27.47,103.3
-54.17,124.51
-131.07,99.03
-209.35,63.17
-243.38,54.17
-241.39,73.09
-238.34,97.81
-247.34,110.02
-259.09,109.25
-265.96,103.61
-269.17,95.83
-273.59,76.9
-276.34,44.1
-262.91,18.62
-218.51,25.02
-149.69,56.3
-82.24,78.74
-35.4,68.36
-17.55,26.25
-34.33,-40.74
-71.72,-121
-83.92,-181.12
-35.55,-184.17
45.78,-142.36
98.72,-116.12
103.91,-137.48
98.72,-169.53
114.14,-168.3
135.35,-150.45
139.01,-150.3
131.23,-156.56
130.16,-135.35
137.02,-89.26
141.3,-44.4
140.69,-10.07
139.47,24.26
137.02,64.54
122.07,102.23
85.75,121.77
38.6,122.38
0.15,124.82
-18.77,150.45
-20.14,196.08
-19.38,229.95
-47,218.35
-122.07,156.71
-220.79,75.99
-297.24,13.28
-330.66,-14.65
-332.03,-14.5
-315.7,-4.73
-285.34,3.51
-242.77,13.43
-197.14,26.7
-156.71,36.77
-125.27,34.64
-103.91,14.65
-83.47,-14.65
-47.91,-28.99
0.46,-21.67
35.1,-23.8
47.45,-56.46
55.85,-95.06
65.61,-115.66
63.48,-133.36
62.56,-155.64
93.23,-152.89
144.35,-117.65
170.75,-93.84
165.41,-102.08
167.54,-99.64
195.62,-53.25
220.95,6.71
215.61,36.62
188.29,39.83
167.85,52.49
166.93,93.69
161.29,140.38
118.41,152.59
46.08,125.73
-7.63,108.03
-20.75,136.11
-26.09,179.29
-59.97,184.94
-111.69,153.2
-150.6,126.8
-172.73,122.53
-195.31,121.61
-223.08,109.41
-247.5,89.26
-261.84,66.22
-261.99,43.64
-246.28,26.09
-223.39,12.82
-203.4,-1.68
-184.63,-17.4
-159.76,-35.4
-129.09,-61.49
-100.1,-93.69
-76.9,-119.78
-55.39,-137.18
-29.45,-155.18
1.83,-172.73
37.54,-173.34
83.47,-150.15
146.33,-112.92
209.81,-79.35
233.46,-72.63
197.6,-109.41
132.29,-172.58
79.19,-220.34
50.81,-227.05
48.68,-193.63
71.41,-135.8
93.38,-81.33
86.82,-50.05
67.9,-21.51
66.99,32.2
71.26,93.38
48.68,122.53
-1.07,118.1
-61.19,102.69
-129.39,78.28
-199.58,41.66
-252.23,10.68
-280.3,2.59
-289.92,15.11
-273.59,48.83
-221.25,110.32
-154.27,180.21
-110.63,217.44
-99.03,207.21
-98.42,173.34
-99.79,135.35
-121.92,81.18
-169.53,1.37
-205.99,-77.67
-194.85,-123.9
-156.4,-143.13
-134.89,-162.66
-122.83,-179.44
-74.46,-168.15
7.32,-134.12
63.32,-119.32
69.27,-141.91
66.07,-172.73
82.55,-184.63
95.67,-189.67
90.33,-201.26
97.35,-195.62
138.4,-147.25
183.56,-77.21
188.6,-35.86
139.47,-51.42
56.15,-106.96
-21.51,-152.59
-59.51,-146.33
-66.38,-97.5
-78.74,-52.8
-109.71,-34.94
-150.15,-32.5
-199.43,-35.1
-243.07,-28.84
-241.24,12.66
-194.85,84.23
-167.39,133.06
-193.48,130.92
-231.02,112.15
-235.29,116.42
-217.74,135.5
-208.28,139.16
-214.54,113.98
-230.56,68.21
-246.58,21.82
-248.11,-7.48
-236.66,-27.92
-229.64,-65
-221.1,-112.76
-178.53,-126.95
-94.91,-90.48
-7.32,-44.86
47.3,-37.08
68.82,-62.87
84.08,-83.01
119.02,-75.23
169.83,-56.76
197.14,-63.02
171.97,-106.81
117.95,-164.49
89.42,-193.48
110.02,-166.32
146.18,-104.83
149.08,-64.54
121.92,-58.59
123.6,-27.92
177.46,64.24
213.17,152.74
153.81,153.5
32.35,88.35
-55.69,45.47
-91.09,49.59
-132.75,53.25
-202.18,33.57
-256.5,18.01
-273.13,25.79
-275.27,45.78
-278.02,68.21
-277.25,89.11
-279.85,97.96
-294.34,88.81
-302.28,76.6
-282.14,76.6
-245.21,80.26
-217.44,72.63
-206.15,50.51
-202.18,17.09
-191.35,-21.51
-158.54,-49.74
-110.32,-62.71
-83.01,-85.6
-90.48,-135.8
-88.2,-180.05
-31.43,-171.81
56.15,-122.83
120.39,-87.13
149.08,-86.21
169.53,-92.62
193.33,-87.13
208.28,-82.86
209.81,-86.36
211.64,-76.29
218.35,-42.11
213.93,-11.6
184.63,-12.66
139.47,-34.79
104.06,-40.13
97.05,-2.14
110.93,71.56
115.2,141.45
83.62,166.17
8.24,136.26
-100.1,75.53
-204.16,22.89
-247.19,20.75
-213.78,79.96
-170.59,148.01
-191.8,157.17
-264.59,110.02
-320.28,68.36
-331.88,59.97
-322.27,60.73
-305.18,52.8
-282.14,37.99
-272.52,7.63
-291.44,-46.69
-310.67,-100.25
-278.78,-113.68
-185.85,-84.38
-87.59,-52.95
-44.71,-60.42
-53.56,-107.73
-61.49,-162.96
-42.27,-199.28
-15.87,-218.35
0.76,-234.53
21.82,-245.51
60.88,-236.21
100.71,-212.55
114.75,-204.93
105.44,-221.25
97.05,-230.71
97.35,-212.1
90.94,-183.87
72.33,-164.18
60.88,-138.24
74.46,-84.53
101.78,-9
110.78,58.9
88.35,100.1
53.71,122.99
23.04,143.74
-17.55,155.33
-82.4,140.38
-152.74,107.12
-202.64,83.62
-233.76,81.33
-256.96,91.25
-268.4,104.98
-270.39,114.14
-276.79,107.88
-282.75,90.33
-273.44,73.55
-261.38,51.12
-267.03,12.51
-268.55,-19.07
-230.1,-17.09
-163.57,-1.98
-108.34,-10.99
-76.6,-41.66
-55.08,-68.21
-29.45,-83.01
12.66,-89.26
74.01,-81.63
135.35,-63.48
171.2,-59.97
177.46,-89.87
173.49,-131.84
181.12,-148.16
201.87,-138.7
218.2,-131.99
222.47,-128.33
223.69,-104.68
218.96,-73.7
193.79,-70.5
153.35,-85.14
118.41,-79.35
83.92,-53.71
28.69,-42.57
-36.47,-46.39
-74.92,-30.36
-81.94,16.78
-93.54,66.22
-127.72,92.77
-158.39,105.9
-164.49,124.05
-169.37,139.62
-203.7,129.09
-261.38,90.94
-317.23,46.84
-357.82,14.19
-372.62,0
-354.77,0.76
-328.06,-3.2
-328.37,-33.87
-347.44,-79.5
-341.8,-107.27
-298.16,-113.68
-242,-122.83
-192.41,-139.01
-144.5,-144.35
-88.2,-134.89
-18.62,-120.24
63.02,-98.11
141.75,-67.29
195.16,-49.13
218.2,-60.58
227.66,-84.53
239.87,-93.84
260.31,-80.57
293.43,-47.61
330.96,-1.83
